tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table1a,2018,4,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",10599,11278,BHM,DCA,682,254,246.63,AA,0.7525,247.91,AA,0.7525,247.91,,,201841059911278BHMDCA
Table1a,2018,4,30599,32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",10599,11697,BHM,FLL,661,113,237.35,DL,0.4579,266.14,WN,0.455,198.03,,,201841059911697BHMFLL
Table1a,2018,4,30599,31453,"Birmingham, AL","Houston, TX",10599,12191,BHM,HOU,570,171,202.63,WN,0.9624,199.05,WN,0.9624,199.05,,,201841059912191BHMHOU
Table1a,2018,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,12954,BHM,LGB,1815,2,295.47,WN,0.8571,279.22,WN,0.8571,279.22,,,201841059912954BHMLGB
Table1a,2018,4,30599,31453,"Birmingham, AL","Houston, TX",10599,12266,BHM,IAH,570,180,246.58,UA,0.9298,242.54,UA,0.9298,242.54,,,201841059912266BHMIAH
Table1a,2018,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",10599,12953,BHM,LGA,902,262,298.76,DL,0.7448,319.33,AA,0.1321,245.38,,,201841059912953BHMLGA
Table1a,2018,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,12892,BHM,LAX,1815,172,331.78,WN,0.3333,255.04,WN,0.3333,255.04,,,201841059912892BHMLAX
Table1a,2018,4,30599,30194,"Birmingham, AL","Dallas/Fort Worth, TX",10599,11298,BHM,DFW,597,229,269.75,AA,0.9332,268.7,UA,0.0137,256.07,,,201841059911298BHMDFW
Table1a,2018,4,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",10599,15304,BHM,TPA,459,289,178.46,WN,0.8353,167,WN,0.8353,167,,,201841059915304BHMTPA
Table1a,2018,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",10599,12197,BHM,HPN,902,20,269.78,DL,0.7968,264.86,DL,0.7968,264.86,,,201841059912197BHMHPN
Table1a,2018,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",10599,15070,BHM,SWF,902,4,211.24,AA,0.8108,205.45,AA,0.8108,205.45,,,201841059915070BHMSWF
Table1a,2018,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",10599,12478,BHM,JFK,902,43,262.35,AA,0.5964,244.32,AA,0.5964,244.32,,,201841059912478BHMJFK
Table1a,2018,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,14908,BHM,SNA,1815,49,356.61,UA,0.304,310.11,UA,0.304,310.11,,,201841059914908BHMSNA
Table1a,2018,4,30599,30977,"Birmingham, AL","Chicago, IL",10599,13930,BHM,ORD,583,196,245.41,UA,0.5347,242.15,AA,0.3635,233.86,,,201841059913930BHMORD
Table1a,2018,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",10599,12391,BHM,ISP,902,11,234.91,WN,0.8788,225.25,WN,0.8788,225.25,,,201841059912391BHMISP
Table1a,2018,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,13891,BHM,ONT,1815,23,335.82,WN,0.4537,285.02,WN,0.4537,285.02,,,201841059913891BHMONT
Table1a,2018,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,10800,BHM,BUR,1815,17,295.28,WN,0.9032,271.25,WN,0.9032,271.25,,,201841059910800BHMBUR
Table1a,2018,4,30599,32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",10599,13303,BHM,MIA,661,93,309.36,AA,0.7485,299.56,AA,0.7485,299.56,,,201841059913303BHMMIA
Table1a,2018,4,30599,30977,"Birmingham, AL","Chicago, IL",10599,13232,BHM,MDW,583,187,197.67,WN,0.9501,193.33,WN,0.9501,193.33,,,201841059913232BHMMDW
Table1a,2018,4,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",10599,10821,BHM,BWI,682,205,215.79,WN,0.8212,203.06,WN,0.8212,203.06,,,201841059910821BHMBWI
Table1a,2018,4,30713,30466,"Boise, ID","Phoenix, AZ",10713,10466,BOI,AZA,749,46,88.56,G4,1,88.56,G4,1,88.56,,,201841071310466BOIAZA
Table1a,2018,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,10800,BOI,BUR,688,87,187.25,WN,0.8158,176.67,WN,0.8158,176.67,,,201841071310800BOIBUR
Table1a,2018,4,30713,30194,"Boise, ID","Dallas/Fort Worth, TX",10713,11259,BOI,DAL,1282,39,217.58,WN,0.8207,220.99,AS,0.1653,202.83,,,201841071311259BOIDAL
Table1a,2018,4,30713,30194,"Boise, ID","Dallas/Fort Worth, TX",10713,11298,BOI,DFW,1282,165,280.56,AA,0.6748,293.23,UA,0.1042,253.69,,,201841071311298BOIDFW
Table1a,2018,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,12892,BOI,LAX,688,463,169.83,UA,0.4005,191.52,G4,0.1826,91.84,,,201841071312892BOILAX
Table1a,2018,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,12954,BOI,LGB,688,31,189.19,WN,0.7456,163.61,WN,0.7456,163.61,,,201841071312954BOILGB
Table1a,2018,4,30713,32457,"Boise, ID","San Francisco, CA (Metropolitan Area)",10713,13796,BOI,OAK,523,191,173.58,WN,0.9527,171.25,WN,0.9527,171.25,,,201841071313796BOIOAK
Table1a,2018,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,13891,BOI,ONT,688,104,195.46,WN,0.7283,187.73,WN,0.7283,187.73,,,201841071313891BOIONT
Table1a,2018,4,30713,30466,"Boise, ID","Phoenix, AZ",10713,14107,BOI,PHX,749,393,177.6,WN,0.501,164.15,WN,0.501,164.15,,,201841071314107BOIPHX
Table1a,2018,4,30713,32457,"Boise, ID","San Francisco, CA (Metropolitan Area)",10713,14771,BOI,SFO,523,217,213.24,UA,0.9061,215.77,WN,0.0105,146.78,,,201841071314771BOISFO
Table1a,2018,4,30713,32457,"Boise, ID","San Francisco, CA (Metropolitan Area)",10713,14831,BOI,SJC,523,211,160.26,WN,0.4951,147.12,WN,0.4951,147.12,,,201841071314831BOISJC
Table1a,2018,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,14908,BOI,SNA,688,142,221.91,WN,0.5165,222.09,DL,0.2494,221.99,,,201841071314908BOISNA
Table1a,2018,4,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",10721,14027,BOS,PBI,1222,1178,221.61,B6,0.8408,226.97,NK,0.0566,135.62,,,201841072114027BOSPBI
Table1a,2018,4,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14307,15304,PVD,TPA,1204,452,179.7,WN,0.7912,181.71,F9,0.096,97.98,,,201841430715304PVDTPA
Table1a,2018,4,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14307,15070,PVD,SWF,209,0,377,AA,1,377,AA,1,377,,,201841430715070PVDSWF
Table1a,2018,4,30721,31123,"Boston, MA (Metropolitan Area)","St. Louis, MO",14307,15016,PVD,STL,1047,68,238.27,WN,0.591,230.16,WN,0.591,230.16,,,201841430715016PVDSTL
Table1a,2018,4,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",14307,14986,PVD,SRQ,1240,20,225.86,AA,0.5464,222.95,UA,0.1202,174.33,,,201841430714986PVDSRQ
Table1a,2018,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,14908,PVD,SNA,2611,18,343.8,DL,0.3963,317.51,DL,0.3963,317.51,,,201841430714908PVDSNA
Table1a,2018,4,30721,33192,"Boston, MA (Metropolitan Area)","Sacramento, CA",14307,14893,PVD,SMF,2636,31,291.55,WN,0.554,276.39,AA,0.1847,252.37,,,201841430714893PVDSMF
Table1a,2018,4,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",14307,14869,PVD,SLC,2105,34,283.91,WN,0.4952,252.21,AA,0.1182,237.57,,,201841430714869PVDSLC
Table1a,2018,4,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14307,14831,PVD,SJC,2704,32,293.92,WN,0.6054,275.26,WN,0.6054,275.26,,,201841430714831PVDSJC
Table1a,2018,4,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14307,14771,PVD,SFO,2704,74,335.85,AA,0.3774,334.58,WN,0.1219,295.97,,,201841430714771PVDSFO
Table1a,2018,4,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",14307,14747,PVD,SEA,2496,66,332.24,UA,0.2742,316.94,WN,0.2233,283.85,,,201841430714747PVDSEA
Table1a,2018,4,30721,33044,"Boston, MA (Metropolitan Area)","Louisville, KY",14307,14730,PVD,SDF,829,51,211.17,WN,0.4565,188.85,WN,0.4565,188.85,,,201841430714730PVDSDF
Table1a,2018,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,42,231.16,AA,0.7441,216.96,AA,0.7441,216.96,,,201841430714685PVDSAV
Table1a,2018,4,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",14307,14683,PVD,SAT,1764,51,263.29,WN,0.4574,248.38,WN,0.4574,248.38,,,201841430714683PVDSAT
Table1a,2018,4,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",14307,14679,PVD,SAN,2588,122,307.08,AA,0.3607,310.52,WN,0.3348,286.69,,,201841430714679PVDSAN
Table1a,2018,4,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",14307,14635,PVD,RSW,1271,132,209.17,WN,0.3727,242.01,F9,0.2107,119.13,,,201841430714635PVDRSW
Table1a,2018,4,30721,34576,"Boston, MA (Metropolitan Area)","Rochester, NY",14307,14576,PVD,ROC,343,9,246.63,AA,0.3953,232.12,AA,0.3953,232.12,,,201841430714576PVDROC
Table1a,2018,4,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",14307,14524,PVD,RIC,487,26,213.67,AA,0.7288,217.41,UA,0.2585,208.51,,,201841430714524PVDRIC
Table1a,2018,4,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",14307,14492,PVD,RDU,625,123,191.37,WN,0.437,192.74,UA,0.1119,189.36,,,201841430714492PVDRDU
Table1a,2018,4,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",14307,14122,PVD,PIT,496,76,205.16,AA,0.3797,241.14,WN,0.3524,165.91,,,201841430714122PVDPIT
Table1a,2018,4,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14307,14112,PVD,PIE,1204,30,95.27,G4,1,95.27,G4,1,95.27,,,201841430714112PVDPIE
Table1a,2018,4,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",14307,14107,PVD,PHX,2300,105,309.07,AA,0.4465,316.39,WN,0.4123,287.1,,,201841430714107PVDPHX
Table1a,2018,4,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",14307,14100,PVD,PHL,289,194,240.71,AA,0.9955,240.93,AA,0.9955,240.93,,,201841430714100PVDPHL
Table1a,2018,4,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",14307,14098,PVD,PHF,487,8,275.93,AA,0.9861,277.35,AA,0.9861,277.35,,,201841430714098PVDPHF
Table1a,2018,4,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",14307,14057,PVD,PDX,2537,35,321.92,UA,0.3742,320.72,WN,0.3466,269.75,,,201841430714057PVDPDX
Table1a,2018,4,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",14307,14027,PVD,PBI,1222,98,234.05,WN,0.3976,220.99,WN,0.3976,220.99,,,201841430714027PVDPBI
Table1a,2018,4,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",14307,13931,PVD,ORF,487,79,203.56,WN,0.4171,208.21,AA,0.3881,190.78,,,201841430713931PVDORF
Table1a,2018,4,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",14307,13930,PVD,ORD,867,233,220.61,UA,0.5075,208.17,UA,0.5075,208.17,,,201841430713930PVDORD
Table1a,2018,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,13891,PVD,ONT,2611,13,302.54,WN,0.7258,310.07,WN,0.7258,310.07,,,201841430713891PVDONT
Table1a,2018,4,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14307,13796,PVD,OAK,2704,25,286.9,WN,0.9518,284.45,WN,0.9518,284.45,,,201841430713796PVDOAK
Table1a,2018,4,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",14307,13495,PVD,MSY,1371,87,225.63,WN,0.4408,215.47,WN,0.4408,215.47,,,201841430713495PVDMSY
Table1a,2018,4,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",14307,13487,PVD,MSP,1124,78,231.41,WN,0.3213,189.66,WN,0.3213,189.66,,,201841430713487PVDMSP
Table1a,2018,4,30721,33342,"Boston, MA (Metropolitan Area)","Milwaukee, WI",14307,13342,PVD,MKE,860,40,239.57,WN,0.5726,213.38,WN,0.5726,213.38,,,201841430713342PVDMKE
Table1a,2018,4,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",14307,13303,PVD,MIA,1283,56,239.77,AA,0.8239,234.23,AA,0.8239,234.23,,,201841430713303PVDMIA
Table1a,2018,4,30721,33244,"Boston, MA (Metropolitan Area)","Memphis, TN",14307,13244,PVD,MEM,1139,41,250.43,AA,0.5172,257.2,WN,0.2308,204.79,,,201841430713244PVDMEM
Table1a,2018,4,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",14307,13232,PVD,MDW,867,246,178.69,WN,0.9867,177.35,WN,0.9867,177.35,,,201841430713232PVDMDW
Table1a,2018,4,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",14307,13204,PVD,MCO,1142,1317,167.46,WN,0.5396,176.26,F9,0.1174,90.67,,,201841430713204PVDMCO
Table1a,2018,4,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",14307,13198,PVD,MCI,1256,57,245.3,WN,0.5413,228.03,WN,0.5413,228.03,,,201841430713198PVDMCI
Table1a,2018,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,12954,PVD,LGB,2611,0,342.5,AA,0.75,365.67,DL,0.25,273,,,201841430712954PVDLGB
Table1a,2018,4,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14307,12953,PVD,LGA,209,0,284.5,AA,1,284.5,AA,1,284.5,,,201841430712953PVDLGA
Table1a,2018,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,12892,PVD,LAX,2611,127,305.74,AA,0.4249,310.33,WN,0.2987,266.73,,,201841430712892PVDLAX
Table1a,2018,4,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",14307,12889,PVD,LAS,2381,113,270.62,WN,0.4466,245.89,WN,0.4466,245.89,,,201841430712889PVDLAS
Table1a,2018,4,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14307,12478,PVD,JFK,209,0,529,AA,1,529,AA,1,529,,,201841430712478PVDJFK
Table1a,2018,4,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",14307,12451,PVD,JAX,1028,90,204.38,AA,0.4594,210.75,WN,0.36,186.69,,,201841430712451PVDJAX
Table1a,2018,4,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",14307,12339,PVD,IND,818,67,235.13,AA,0.4039,240.53,WN,0.3436,207.55,,,201841430712339PVDIND
Table1a,2018,4,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",14307,12266,PVD,IAH,1609,51,277.39,AA,0.4968,251.11,AA,0.4968,251.11,,,201841430712266PVDIAH
Table1a,2018,4,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14307,12264,PVD,IAD,418,111,175.17,UA,0.9922,174.84,UA,0.9922,174.84,,,201841430712264PVDIAD
Table1a,2018,4,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",14307,12191,PVD,HOU,1609,48,241.96,WN,0.9206,235.99,WN,0.9206,235.99,,,201841430712191PVDHOU
Table1a,2018,4,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",14307,11697,PVD,FLL,1283,550,200.26,WN,0.5465,202.49,B6,0.3823,195.99,,,201841430711697PVDFLL
Table1a,2018,4,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14307,11618,PVD,EWR,209,46,240.72,UA,1,240.72,UA,1,240.72,,,201841430711618PVDEWR
Table1a,2018,4,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",14307,11433,PVD,DTW,632,173,193.92,DL,0.8751,193.26,WN,0.0483,182.09,,,201841430711433PVDDTW
Table1a,2018,4,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",14307,11298,PVD,DFW,1562,81,303.02,AA,0.6914,311.07,DL,0.1927,277.3,,,201841430711298PVDDFW
Table1a,2018,4,30721,30325,"Boston, MA (Metropolitan Area)","Denver, CO",14307,11292,PVD,DEN,1754,166,186.11,WN,0.3294,225.96,F9,0.2644,73.98,,,201841430711292PVDDEN
Table1a,2018,4,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14307,11278,PVD,DCA,418,643,153.41,AA,0.539,179.92,WN,0.4533,121.76,,,201841430711278PVDDCA
Table1a,2018,4,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",14307,11259,PVD,DAL,1562,49,227.12,WN,0.9488,225.97,WN,0.9488,225.97,,,201841430711259PVDDAL
Table1a,2018,4,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",14307,11193,PVD,CVG,752,51,237.42,AA,0.4108,242.75,WN,0.3118,208.71,,,201841430711193PVDCVG
Table1a,2018,4,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",14307,11066,PVD,CMH,640,56,221.98,WN,0.565,190.23,WN,0.565,190.23,,,201841430711066PVDCMH
Table1a,2018,4,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",14307,11057,PVD,CLT,737,299,209.38,AA,0.888,215.44,F9,0.0458,67.02,,,201841430711057PVDCLT
Table1a,2018,4,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",14307,11042,PVD,CLE,563,54,203.87,WN,0.3521,183.5,WN,0.3521,183.5,,,201841430711042PVDCLE
Table1a,2018,4,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,68,222.75,WN,0.4254,207.49,WN,0.4254,207.49,,,201841430710994PVDCHS
Table1a,2018,4,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",14307,10874,PVD,CAK,563,8,218,AA,0.7778,225.02,UA,0.1111,186.75,,,201841430710874PVDCAK
Table1a,2018,4,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14307,10821,PVD,BWI,418,456,165.34,WN,0.9929,164.97,WN,0.9929,164.97,,,201841430710821PVDBWI
Table1a,2018,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,10800,PVD,BUR,2611,4,296.18,WN,0.7895,289.13,UA,0.1316,250.5,,,201841430710800PVDBUR
Table1a,2018,4,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,18,212.74,WN,0.4233,225.16,UA,0.2147,194.09,,,201841430710792PVDBUF
Table1a,2018,4,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",14307,10693,PVD,BNA,942,150,218.69,WN,0.5646,204.67,WN,0.5646,204.67,,,201841430710693PVDBNA
Table1a,2018,4,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13296,15304,MHT,TPA,1204,281,196.98,WN,0.9137,192.53,WN,0.9137,192.53,,,201841329615304MHTTPA
Table1a,2018,4,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,15070,MHT,SWF,209,0,269,AA,1,269,AA,1,269,,,201841329615070MHTSWF
Table1a,2018,4,30721,31123,"Boston, MA (Metropolitan Area)","St. Louis, MO",13296,15016,MHT,STL,1047,47,243.99,WN,0.6402,220.91,WN,0.6402,220.91,,,201841329615016MHTSTL
Table1a,2018,4,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",13296,14986,MHT,SRQ,1240,5,255.68,AA,0.7,250.66,AA,0.7,250.66,,,201841329614986MHTSRQ
Table1a,2018,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,14908,MHT,SNA,2611,6,421.26,DL,0.5,409.49,AA,0.1154,388.83,,,201841329614908MHTSNA
Table1a,2018,4,30721,33192,"Boston, MA (Metropolitan Area)","Sacramento, CA",13296,14893,MHT,SMF,2636,23,287.28,WN,0.7678,270.04,WN,0.7678,270.04,,,201841329614893MHTSMF
Table1a,2018,4,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",13296,14869,MHT,SLC,2105,29,272.06,WN,0.634,233.85,WN,0.634,233.85,,,201841329614869MHTSLC
Table1a,2018,4,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,14831,MHT,SJC,2704,16,269.49,WN,0.8958,262.97,WN,0.8958,262.97,,,201841329614831MHTSJC
Table1a,2018,4,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,14771,MHT,SFO,2704,21,309.72,WN,0.3949,252.2,WN,0.3949,252.2,,,201841329614771MHTSFO
Table1a,2018,4,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",13296,14747,MHT,SEA,2496,27,289.17,WN,0.4735,247.99,WN,0.4735,247.99,,,201841329614747MHTSEA
Table1a,2018,4,30721,33044,"Boston, MA (Metropolitan Area)","Louisville, KY",13296,14730,MHT,SDF,829,40,213.37,WN,0.6098,198.05,WN,0.6098,198.05,,,201841329614730MHTSDF
Table1a,2018,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,11,272.54,AA,0.7238,264.7,AA,0.7238,264.7,,,201841329614685MHTSAV
Table1a,2018,4,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",13296,14683,MHT,SAT,1764,37,286.67,WN,0.5959,246.72,WN,0.5959,246.72,,,201841329614683MHTSAT
Table1a,2018,4,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",13296,14679,MHT,SAN,2588,46,291.82,WN,0.6047,272.29,WN,0.6047,272.29,,,201841329614679MHTSAN
Table1a,2018,4,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",13296,14635,MHT,RSW,1271,49,255.75,WN,0.6269,255.64,WN,0.6269,255.64,,,201841329614635MHTRSW
Table1a,2018,4,30721,34576,"Boston, MA (Metropolitan Area)","Rochester, NY",13296,14576,MHT,ROC,343,6,269.84,AA,0.4828,309.68,WN,0.3276,211.21,,,201841329614576MHTROC
Table1a,2018,4,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",13296,14524,MHT,RIC,487,11,232.37,AA,0.7921,235.42,DL,0.1683,221.98,,,201841329614524MHTRIC
Table1a,2018,4,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",13296,14492,MHT,RDU,625,69,209.67,WN,0.6451,199.22,WN,0.6451,199.22,,,201841329614492MHTRDU
Table1a,2018,4,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",13296,14122,MHT,PIT,496,35,201.28,WN,0.5358,171.42,WN,0.5358,171.42,,,201841329614122MHTPIT
Table1a,2018,4,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",13296,14107,MHT,PHX,2300,64,305,WN,0.6203,283.14,WN,0.6203,283.14,,,201841329614107MHTPHX
Table1a,2018,4,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",13296,14100,MHT,PHL,289,151,242.49,AA,0.9942,242.36,AA,0.9942,242.36,,,201841329614100MHTPHL
Table1a,2018,4,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13296,14098,MHT,PHF,487,5,234.42,AA,1,234.42,AA,1,234.42,,,201841329614098MHTPHF
Table1a,2018,4,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",13296,14057,MHT,PDX,2537,21,298.61,WN,0.7382,267.68,WN,0.7382,267.68,,,201841329614057MHTPDX
Table1a,2018,4,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",13296,14027,MHT,PBI,1222,38,237.03,WN,0.5286,212.41,WN,0.5286,212.41,,,201841329614027MHTPBI
Table1a,2018,4,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13296,13931,MHT,ORF,487,33,203.85,WN,0.5097,190.62,WN,0.5097,190.62,,,201841329613931MHTORF
Table1a,2018,4,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",13296,13930,MHT,ORD,867,20,288,DL,0.467,282.75,DL,0.467,282.75,,,201841329613930MHTORD
Table1a,2018,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,13891,MHT,ONT,2611,9,328.11,WN,0.8902,321.69,UA,0.0244,267,,,201841329613891MHTONT
Table1a,2018,4,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,13796,MHT,OAK,2704,14,271.5,WN,0.9922,272.53,WN,0.9922,272.53,,,201841329613796MHTOAK
Table1a,2018,4,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",13296,13495,MHT,MSY,1371,37,244.04,WN,0.7064,235.63,WN,0.7064,235.63,,,201841329613495MHTMSY
Table1a,2018,4,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",13296,13487,MHT,MSP,1124,36,231.05,WN,0.4434,197.69,WN,0.4434,197.69,,,201841329613487MHTMSP
Table1a,2018,4,30721,33342,"Boston, MA (Metropolitan Area)","Milwaukee, WI",13296,13342,MHT,MKE,860,22,256.41,WN,0.5485,213.9,WN,0.5485,213.9,,,201841329613342MHTMKE
Table1a,2018,4,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",13296,13303,MHT,MIA,1283,14,272.4,AA,0.84,274,UA,0.048,247.17,,,201841329613303MHTMIA
