tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2018,3,130.92,30325,32211,"Denver, CO","Las Vegas, NV",19393,WN,58490,0.2773,131.38,75,0.0957,175,0.0774,0.0983,,,20183303253221119393WN
Table 5,2018,3,130.92,30325,32211,"Denver, CO","Las Vegas, NV",19977,UA,23840,0.113,160.69,75,0.1128,350,0.0638,0.1841,,,20183303253221119977UA
Table 5,2018,3,139.47,30325,33316,"Denver, CO","Omaha, NE",19393,WN,14550,0.2265,147.51,100,0.1924,300,0.0564,0.0034,,,20183303253331619393WN
Table 5,2018,3,139.47,30325,33316,"Denver, CO","Omaha, NE",19977,UA,13680,0.2129,153.65,75,0.0512,275,0.0702,0.1681,,,20183303253331619977UA
Table 5,2018,3,271.45,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19790,DL,9580,0.2652,275.49,150,0.0522,375,0.0595,0.0115,,,20183303973105719790DL
Table 5,2018,3,271.45,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19805,AA,8150,0.2256,267.78,175,0.0969,375,0.0613,0.0245,,,20183303973105719805AA
Table 5,2018,3,283.97,30397,33044,"Atlanta, GA (Metropolitan Area)","Louisville, KY",19790,DL,12430,0.4705,294.94,125,0.0756,500,0.1432,0.3025,,,20183303973304419790DL
Table 5,2018,3,289.74,30397,33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",19790,DL,15930,0.4695,299.76,125,0.0665,500,0.1387,0.3296,,,20183303973324419790DL
Table 5,2018,3,86.43,30397,35356,"Atlanta, GA (Metropolitan Area)","Trenton, NJ",20436,F9,9960,0.4982,86.63,75,0.4458,150,0.1044,0,,,20183303973535620436F9
Table 5,2018,3,119.66,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",20368,G4,12720,0.4379,99.06,75,0.4041,175,0.0629,0.033,,,20183304313246720368G4
Table 5,2018,3,111.11,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",20368,G4,8830,0.4606,86.47,75,0.4904,150,0.0759,0,,,20183304313319520368G4
Table 5,2018,3,78.78,30466,34314,"Phoenix, AZ","Provo, UT",20368,G4,9840,0.4977,77.47,75,0.5996,125,0.0986,0,,,20183304663431420368G4
Table 5,2018,3,124.3,30559,31884,"Seattle, WA","Spokane, WA",19930,AS,43110,0.419,125.66,75,0.1473,175,0.187,0.0246,,,20183305593188419930AS
Table 5,2018,3,122.59,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",19393,WN,10700,0.4167,105.92,75,0.3645,225,0.0589,0,,,20183306473334219393WN
Table 5,2018,3,320.06,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19805,AA,12560,0.4486,323.36,175,0.0589,450,0.0518,0.0334,,,20183306473410019805AA
Table 5,2018,3,131.35,30713,30559,"Boise, ID","Seattle, WA",19790,DL,11430,0.1379,114.2,75,0.4147,225,0.0612,0.1076,,,20183307133055919790DL
Table 5,2018,3,131.35,30713,30559,"Boise, ID","Seattle, WA",19930,AS,30120,0.3635,135.44,75,0.2205,275,0.074,0.1351,,,20183307133055919930AS
Table 5,2018,3,110.87,30713,31884,"Boise, ID","Spokane, WA",19393,WN,8160,0.2215,102.36,75,0.4657,225,0.0576,0.0429,,,20183307133188419393WN
Table 5,2018,3,110.87,30713,31884,"Boise, ID","Spokane, WA",19930,AS,10210,0.2771,115.81,75,0.3418,225,0.0979,0.046,,,20183307133188419930AS
Table 5,2018,3,131.94,30713,33192,"Boise, ID","Sacramento, CA",19393,WN,7920,0.2813,126.85,75,0.1288,250,0.0518,0.0543,,,20183307133319219393WN
Table 5,2018,3,131.94,30713,33192,"Boise, ID","Sacramento, CA",19930,AS,5320,0.1889,128.24,75,0.1165,225,0.1071,0.0169,,,20183307133319219930AS
Table 5,2018,3,133.6,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",19790,DL,7040,0.1747,139.37,75,0.2102,225,0.1122,0.0852,,,20183307853170319790DL
Table 5,2018,3,133.6,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",19977,UA,5060,0.1256,131.27,75,0.1087,200,0.0771,0.0593,,,20183307853170319977UA
Table 5,2018,3,133.6,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",20409,B6,7870,0.1953,127.85,75,0.1626,200,0.0788,0.0559,,,20183307853170320409B6
Table 5,2018,3,261.36,30977,31423,"Chicago, IL","Des Moines, IA",19805,AA,6240,0.2861,271.08,175,0.2131,350,0.1522,0.0433,,,20183309773142319805AA
Table 5,2018,3,261.36,30977,31423,"Chicago, IL","Des Moines, IA",19977,UA,4440,0.2036,262.06,175,0.1892,350,0.1419,0.0135,,,20183309773142319977UA
Table 5,2018,3,288.14,30977,32070,"Chicago, IL","Harrisburg, PA",19805,AA,5350,0.2319,306.57,175,0.0617,450,0.0523,0.0486,,,20183309773207019805AA
Table 5,2018,3,288.14,30977,32070,"Chicago, IL","Harrisburg, PA",19977,UA,6110,0.2648,277.06,200,0.1473,375,0.0589,0.018,,,20183309773207019977UA
Table 5,2018,3,260.62,30977,35096,"Chicago, IL","Syracuse, NY",19805,AA,5080,0.2033,326.39,175,0.0768,375,0.2854,0.063,,,20183309773509619805AA
Table 5,2018,3,260.62,30977,35096,"Chicago, IL","Syracuse, NY",19977,UA,6530,0.2613,245.55,175,0.1807,375,0.1011,0.0123,,,20183309773509619977UA
Table 5,2018,3,86.09,30977,35356,"Chicago, IL","Trenton, NJ",20436,F9,10800,0.48,86.49,75,0.5139,175,0.05,0,,,20183309773535620436F9
Table 5,2018,3,273.7,31057,30198,"Charlotte, NC","Pittsburgh, PA",19805,AA,14230,0.4796,281.91,175,0.0928,425,0.0583,0.0344,,,20183310573019819805AA
Table 5,2018,3,280.42,31057,30529,"Charlotte, NC","Hartford, CT",19805,AA,14750,0.4448,289.28,175,0.1024,325,0.0705,0.0685,,,20183310573052919805AA
Table 5,2018,3,263.23,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",19805,AA,15510,0.4395,273.07,175,0.0877,375,0.1141,0.0393,,,20183310573064719805AA
Table 5,2018,3,288.52,31057,31066,"Charlotte, NC","Columbus, OH",19805,AA,8640,0.4524,301.94,175,0.0671,425,0.0671,0.0463,,,20183310573106619805AA
Table 5,2018,3,286.11,31057,31123,"Charlotte, NC","St. Louis, MO",19805,AA,11960,0.4391,298.8,175,0.0928,325,0.0727,0.0736,,,20183310573112319805AA
Table 5,2018,3,271.17,31057,32337,"Charlotte, NC","Indianapolis, IN",19805,AA,10860,0.4266,278.63,175,0.1169,375,0.1529,0.0378,,,20183310573233719805AA
Table 5,2018,3,269.6,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",19805,AA,30470,0.4768,272.13,150,0.0578,450,0.0558,0.0735,,,20183310573246719805AA
Table 5,2018,3,289.47,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",19805,AA,17420,0.4835,297.9,150,0.0505,400,0.0706,0.151,,,20183310573319519805AA
Table 5,2018,3,284.21,31057,33244,"Charlotte, NC","Memphis, TN",19805,AA,8890,0.4599,286.31,125,0.0574,400,0.0641,0.2508,,,20183310573324419805AA
Table 5,2018,3,263.11,31057,33342,"Charlotte, NC","Milwaukee, WI",19805,AA,8080,0.3813,271.96,175,0.0817,400,0.0606,0.0173,,,20183310573334219805AA
Table 5,2018,3,286.38,31066,34100,"Columbus, OH","Philadelphia, PA",19805,AA,12270,0.4514,290.4,175,0.0701,400,0.0685,0.0318,,,20183310663410019805AA
Table 5,2018,3,114.68,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",19977,UA,9820,0.1243,151.74,75,0.0794,200,0.055,0.111,,,20183311353170319977UA
Table 5,2018,3,114.68,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",20416,NK,16570,0.2098,87.29,75,0.4816,150,0.0525,0,,,20183311353170320416NK
Table 5,2018,3,127.27,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19393,WN,8240,0.1435,102.26,75,0.4199,200,0.085,0,,,20183311363246719393WN
Table 5,2018,3,127.27,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19805,AA,9750,0.1698,159.37,100,0.1046,225,0.1241,0.0195,,,20183311363246719805AA
Table 5,2018,3,127.27,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",20409,B6,10610,0.1847,110.3,75,0.3195,200,0.0631,0.0254,,,20183311363246720409B6
Table 5,2018,3,315.22,31453,33158,"Houston, TX","Midland/Odessa, TX",19393,WN,17850,0.2566,266.03,150,0.1221,400,0.0924,0.0017,,,20183314533315819393WN
Table 5,2018,3,315.22,31453,33158,"Houston, TX","Midland/Odessa, TX",19977,UA,15660,0.2252,365.49,275,0.0562,425,0.0556,0.0083,,,20183314533315819977UA
Table 5,2018,3,102.86,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,8830,0.4282,87.37,75,0.4439,150,0.0634,0,,,20183316383221120368G4
Table 5,2018,3,266.71,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19790,DL,21300,0.1877,260.24,100,0.1315,525,0.0592,0.3315,,,20183317033019819790DL
Table 5,2018,3,266.71,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19805,AA,13510,0.119,283.74,125,0.1362,525,0.0659,0.2517,,,20183317033019819805AA
Table 5,2018,3,266.71,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19977,UA,19100,0.1683,279.95,100,0.0592,525,0.0738,0.3398,,,20183317033019819977UA
Table 5,2018,3,133.9,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,WN,158730,0.2527,140.78,75,0.1583,325,0.0925,0.1485,,,20183322113245719393WN
Table 5,2018,3,133.9,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19977,UA,65330,0.104,147.26,75,0.1584,200,0.0511,0.1462,,,20183322113245719977UA
Table 5,2018,3,121.04,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19393,WN,143650,0.2226,141.16,75,0.1854,275,0.0712,0.1809,,,20183322113257519393WN
Table 5,2018,3,128.47,32211,33570,"Las Vegas, NV","San Diego, CA",19393,WN,48820,0.357,139.74,75,0.1915,275,0.0772,0.1528,,,20183322113357019393WN
Table 5,2018,3,137.77,32211,34614,"Las Vegas, NV","Salt Lake City, UT",19393,WN,18290,0.2038,126.4,75,0.3127,275,0.0891,0.1635,,,20183322113461419393WN
Table 5,2018,3,137.77,32211,34614,"Las Vegas, NV","Salt Lake City, UT",19790,DL,25260,0.2815,146.07,75,0.1829,250,0.1037,0.1932,,,20183322113461419790DL
Table 5,2018,3,90.73,32211,34716,"Las Vegas, NV","Stockton, CA",20368,G4,13000,0.4922,92.19,75,0.4185,150,0.0838,0,,,20183322113471620368G4
Table 5,2018,3,286.6,32337,34100,"Indianapolis, IN","Philadelphia, PA",19805,AA,13230,0.399,301.53,75,0.0529,400,0.1791,0.743,,,20183323373410019805AA
Table 5,2018,3,118.56,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",19393,WN,7200,0.1101,110.21,75,0.3597,200,0.1069,0,,,20183324673145419393WN
Table 5,2018,3,118.56,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",19805,AA,19650,0.3004,136.28,75,0.1654,175,0.255,0.0611,,,20183324673145419805AA
Table 5,2018,3,139.52,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",19393,WN,11510,0.1285,151.77,100,0.1894,250,0.0712,0.0348,,,20183324673349519393WN
Table 5,2018,3,139.52,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",19805,AA,19460,0.2172,153.35,75,0.1161,250,0.073,0.1567,,,20183324673349519805AA
Table 5,2018,3,91.38,32544,32467,"Concord, NC","Miami, FL (Metropolitan Area)",20368,G4,9790,0.4922,91.84,75,0.4505,175,0.0603,0.0194,,,20183325443246720368G4
Table 5,2018,3,125.61,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19393,WN,595430,0.2733,130.79,75,0.2237,225,0.056,0.0867,,,20183325753245719393WN
Table 5,2018,3,134.6,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",19393,WN,227440,0.414,136.62,75,0.2489,275,0.0522,0.157,,,20183325753319219393WN
Table 5,2018,3,274.52,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19790,DL,7920,0.1898,284.86,200,0.1326,350,0.0669,0.0063,,,20183330443170319790DL
Table 5,2018,3,274.52,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19805,AA,5310,0.1272,261.36,175,0.081,375,0.064,0.0301,,,20183330443170319805AA
Table 5,2018,3,274.52,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19977,UA,5040,0.1208,281.02,200,0.2361,375,0.0516,0.0119,,,20183330443170319977UA
Table 5,2018,3,111.13,33105,31504,"Cincinnati, OH","Valparaiso, FL",20368,G4,8190,0.4468,88.89,75,0.398,150,0.0659,0.0073,,,20183331053150420368G4
Table 5,2018,3,77.68,33105,34761,"Cincinnati, OH","Sanford, FL",20368,G4,9360,0.4987,77.56,75,0.6004,125,0.1186,0.0032,,,20183331053476120368G4
Table 5,2018,3,127.76,33192,33570,"Sacramento, CA","San Diego, CA",19393,WN,88100,0.4197,130.03,75,0.1546,225,0.073,0.0481,,,20183331923357019393WN
Table 5,2018,3,128.66,33264,30559,"Medford, OR","Seattle, WA",19790,DL,2660,0.1242,102.33,75,0.3083,200,0.0714,0.0075,,,20183332643055919790DL
Table 5,2018,3,128.66,33264,30559,"Medford, OR","Seattle, WA",19930,AS,8200,0.3828,130.24,75,0.1195,200,0.1195,0.0329,,,20183332643055919930AS
Table 5,2018,3,137.31,33342,30693,"Milwaukee, WI","Nashville, TN",19393,WN,14230,0.4143,127.7,75,0.137,200,0.1947,0.0119,,,20183333423069319393WN
Table 5,2018,3,274.01,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",19790,DL,6110,0.2922,289.08,200,0.0835,400,0.054,0.0065,,,20183334853085219790DL
Table 5,2018,3,274.01,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",19977,UA,2530,0.121,239.17,100,0.0553,300,0.0988,0.2055,,,20183334853085219977UA
Table 5,2018,3,129.76,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",19393,WN,228410,0.3199,133.31,75,0.1807,250,0.0519,0.0705,,,20183335703245719393WN
Table 5,2018,3,139.62,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19393,WN,80540,0.1861,131.96,75,0.2386,325,0.0812,0.1366,,,20183340573245719393WN
Table 5,2018,3,139.62,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19930,AS,100380,0.2319,138.94,75,0.2061,225,0.0553,0.1287,,,20183340573245719930AS
Table 5,2018,3,320.23,34100,30198,"Philadelphia, PA","Pittsburgh, PA",19805,AA,15270,0.4969,328.83,175,0.0661,525,0.0517,0.0439,,,20183341003019819805AA
Table 5,2018,3,137.82,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19393,WN,10570,0.2561,116.92,75,0.2715,200,0.1003,0.0028,,,20183345703245719393WN
Table 5,2018,3,137.82,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19930,AS,6110,0.148,113.95,75,0.3208,175,0.1768,0.0311,,,20183345703245719930AS
Table 5,2017,2,130.79,30713,30559,"Boise, ID","Seattle, WA",19790,DL,9250,0.1256,120.89,100,0.4195,200,0.1276,0.0043,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",20172307133055919790DL
Table 5,2017,1,320.86,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,DL,4000,0.1582,299.67,150,0.07,375,0.0525,0.135,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20171302553085219790DL
Table 5,2017,1,320.86,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19805,AA,8140,0.322,324.37,150,0.1118,475,0.0553,0.2015,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20171302553085219805AA
Table 5,2017,1,125.84,30325,30466,"Denver, CO","Phoenix, AZ",19393,WN,89540,0.281,123.89,75,0.2658,175,0.0874,0.0965,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)",20171303253046619393WN
Table 5,2017,1,125.84,30325,30466,"Denver, CO","Phoenix, AZ",19805,AA,34520,0.1083,117.06,75,0.2882,175,0.055,0.0744,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)",20171303253046619805AA
Table 5,2017,1,135.95,30325,32211,"Denver, CO","Las Vegas, NV",19393,WN,62120,0.2844,133.84,75,0.2556,350,0.0678,0.1333,"Denver, CO
(39.738453, -104.984853)","Las Vegas, NV
(36.169202, -115.140597)",20171303253221119393WN
Table 5,2017,1,359.46,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",19977,UA,8280,0.386,371.78,225,0.1413,450,0.0966,0.058,"Aspen, CO
(39.190665, -106.819201)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",20171303723257519977UA
Table 5,2017,1,313.66,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,13580,0.4592,322.32,150,0.0589,500,0.0508,0.232,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",20171303973310519790DL
Table 5,2017,1,135.41,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",19805,AA,1520,0.1001,208.86,125,0.0592,275,0.0789,0.0526,"Asheville, NC
(35.595889, -82.550039)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20171304313170319805AA
Table 5,2017,1,135.41,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",19977,UA,3450,0.2271,93.75,75,0.5594,150,0.0667,0.0319,"Asheville, NC
(35.595889, -82.550039)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20171304313170319977UA
Table 5,2017,1,130.96,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",20368,G4,6010,0.4001,90.83,75,0.3844,150,0.0582,0.0116,"Asheville, NC
(35.595889, -82.550039)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20171304313246720368G4
Table 5,2017,1,78.5,30466,34314,"Phoenix, AZ","Provo, UT",20368,G4,8320,0.5145,78.83,75,0.625,125,0.0853,0,"Phoenix, AZ
(30.406931, -87.217578)","Provo, UT
(41.824461, -71.412747)",20171304663431420368G4
Table 5,2017,1,132.44,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",19393,WN,16290,0.1758,125.61,75,0.2032,275,0.0534,0.0884,"Hartford, CT
(41.765775, -72.673356)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20171305293085219393WN
Table 5,2017,1,132.44,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",19805,AA,15870,0.1713,143.27,75,0.0706,225,0.0636,0.0731,"Hartford, CT
(41.765775, -72.673356)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20171305293085219805AA
Table 5,2017,1,129.61,30559,31884,"Seattle, WA","Spokane, WA",19930,AS,48330,0.4496,130.33,75,0.1438,200,0.0598,0.0304,"Seattle, WA
(47.603229, -122.33028)","Spokane, WA
(47.658999, -117.425022)",20171305593188419930AS
Table 5,2017,1,315.78,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19805,AA,9920,0.4528,317.99,175,0.1149,425,0.2177,0.0282,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20171306473410019805AA
Table 5,2017,1,129.42,30713,30559,"Boise, ID","Seattle, WA",19790,DL,8850,0.1396,119.71,75,0.1469,200,0.1062,0.0429,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",20171307133055919790DL
Table 5,2017,1,129.42,30713,30559,"Boise, ID","Seattle, WA",19930,AS,23840,0.3761,131.55,75,0.0982,200,0.1267,0.0403,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",20171307133055919930AS
Table 5,2017,1,106.64,30713,31884,"Boise, ID","Spokane, WA",19393,WN,8090,0.2569,99.51,75,0.5167,225,0.0556,0.0321,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20171307133188419393WN
Table 5,2017,1,106.64,30713,31884,"Boise, ID","Spokane, WA",19930,AS,7320,0.2325,111.63,75,0.4372,225,0.0533,0.0451,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20171307133188419930AS
Table 5,2017,1,129.91,30713,33192,"Boise, ID","Sacramento, CA",19393,WN,4750,0.2334,134.16,75,0.2674,225,0.1853,0.0632,"Boise, ID
(43.597772, -83.884521)","Sacramento, CA
(38.582087, -121.50012)",20171307133319219393WN
Table 5,2017,1,129.91,30713,33192,"Boise, ID","Sacramento, CA",19930,AS,4640,0.228,122.61,75,0.3578,225,0.0797,0.0582,"Boise, ID
(43.597772, -83.884521)","Sacramento, CA
(38.582087, -121.50012)",20171307133319219930AS
Table 5,2017,1,137.87,30713,34057,"Boise, ID","Portland, OR",19930,AS,22560,0.4816,136.32,100,0.3387,225,0.1126,0.0044,"Boise, ID
(43.597772, -83.884521)","Portland, OR
(45.516018, -122.681425)",20171307133405719930AS
Table 5,2017,1,132.36,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",19790,DL,8940,0.1705,138.56,75,0.1902,200,0.0604,0.0872,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Richmond, VA
(37.540759, -77.433932)",20171307213452419790DL
Table 5,2017,1,132.36,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",20409,B6,16160,0.3082,122.4,75,0.2457,175,0.0959,0.0606,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Richmond, VA
(37.540759, -77.433932)",20171307213452420409B6
Table 5,2017,1,117.7,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",19790,DL,23540,0.2056,112.51,75,0.3173,200,0.0518,0.0357,"Buffalo, NY
(39.945422, -78.64671)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20171307923170319790DL
Table 5,2017,1,117.7,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",20409,B6,23420,0.2046,111.69,75,0.3467,200,0.0598,0.0329,"Buffalo, NY
(39.945422, -78.64671)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20171307923170320409B6
Table 5,2017,1,136.18,30977,31267,"Chicago, IL","Dayton, OH",19393,WN,3170,0.1403,117.51,75,0.2965,225,0.1924,0,"Chicago, IL
(41.775002, -87.696388)","Dayton, OH
(39.760982, -84.192203)",20171309773126719393WN
Table 5,2017,1,136.18,30977,31267,"Chicago, IL","Dayton, OH",19805,AA,2820,0.1248,180.79,75,0.0674,225,0.1348,0.1135,"Chicago, IL
(41.775002, -87.696388)","Dayton, OH
(39.760982, -84.192203)",20171309773126719805AA
Table 5,2017,1,136.18,30977,31267,"Chicago, IL","Dayton, OH",19977,UA,5270,0.2333,130.85,75,0.1898,225,0.1233,0.0531,"Chicago, IL
(41.775002, -87.696388)","Dayton, OH
(39.760982, -84.192203)",20171309773126719977UA
Table 5,2017,1,123.25,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19393,WN,27950,0.1105,104.12,75,0.3377,150,0.1091,0.0504,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20171309773165019393WN
Table 5,2017,1,123.25,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19790,DL,39640,0.1566,138.59,75,0.1304,200,0.0832,0.0888,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20171309773165019790DL
Table 5,2017,1,123.25,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19805,AA,28460,0.1125,119.57,75,0.2829,150,0.1325,0.0678,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20171309773165019805AA
Table 5,2017,1,380.04,30977,31834,"Chicago, IL","Fayetteville, AR",19805,AA,5180,0.3633,363.99,200,0.2181,625,0.0792,0.1564,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)",20171309773183419805AA
Table 5,2017,1,380.04,30977,31834,"Chicago, IL","Fayetteville, AR",19977,UA,1940,0.136,418.47,200,0.1186,625,0.1031,0.1907,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)",20171309773183419977UA
Table 5,2017,1,130.65,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",19805,AA,116520,0.3391,132.75,75,0.1229,200,0.0636,0.0979,"Charlotte, NC
(35.222936, -80.840161)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20171310573170319805AA
Table 5,2017,1,305.05,31066,34100,"Columbus, OH","Philadelphia, PA",19805,AA,10280,0.4345,317.15,175,0.0837,425,0.1109,0.0603,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)",20171310663410019805AA
Table 5,2017,1,123.56,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",20416,NK,10180,0.3533,88.56,75,0.5413,150,0.0639,0.0128,"Myrtle Beach, SC
(33.68785, -78.883852)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20171311353170320416NK
Table 5,2017,1,305.56,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",19790,DL,18690,0.4349,317.16,200,0.1461,400,0.0792,0.0268,"Detroit, MI
(42.332916, -83.047853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20171312953165019790DL
Table 5,2017,1,316.31,31295,33342,"Detroit, MI","Milwaukee, WI",19790,DL,6830,0.4773,320.7,200,0.0703,450,0.0717,0.0015,"Detroit, MI
(42.332916, -83.047853)","Milwaukee, WI
(43.041072, -87.909421)",20171312953334219790DL
Table 5,2017,1,108.14,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,7280,0.424,87.09,75,0.4492,150,0.0879,0,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20171316383221120368G4
Table 5,2017,1,139.15,31638,33570,"Fresno, CA","San Diego, CA",19930,AS,7910,0.4562,134.54,100,0.4589,275,0.0759,0.0455,"Fresno, CA
(36.731654, -119.785856)","San Diego, CA
(32.71576, -117.163817)",20171316383357019930AS
Table 5,2017,1,306.13,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19790,DL,16570,0.1948,297.67,100,0.111,600,0.0543,0.4623,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20171317033019819790DL
Table 5,2017,1,306.13,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19805,AA,11940,0.1403,294.62,100,0.1281,600,0.0603,0.4497,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20171317033019819805AA
